gender,SeniorCitizen,Partner,Dependents,tenure,Contract_One year,Contract_Two year,PaperlessBilling,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,MonthlyCharges,TotalCharges,PhoneService,MultipleLines,InternetService_Fiber optic,InternetService_No,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Churn
1.0,0.0,0.0,0.0,0.024146896113024417,1.0,0.0,0.0,0.0,1.0,0.0,-0.3420085284005041,-0.24762915048427014,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.32080472019534106,0.0,0.0,1.0,0.0,0.0,0.0,-0.5646921959276842,-0.18848026427095882,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
0.0,0.0,0.0,0.0,1.0412594358238245,0.0,1.0,1.0,0.0,1.0,0.0,0.7714098092353958,1.1969298025664388,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.0,0.0,0.0,1.0,0.10890627442225775,0.0,0.0,1.0,0.0,0.0,0.0,1.0914144870151954,0.5584336036171781,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
1.0,1.0,1.0,0.0,0.4055640985045744,0.0,0.0,1.0,0.0,1.0,0.0,0.6575937124992816,0.5954510580179363,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,0.0,1.0,0.0,-1.0353453327523923,0.0,0.0,1.0,0.0,0.0,0.0,0.4728487438841398,-0.7063294217420658,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,0.0,1.0,0.0,-0.7810671978246922,0.0,0.0,1.0,1.0,0.0,0.0,-1.006760513685345,-0.8164815977376796,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.0,0.0,1.0,1.0,-0.01823279304159225,1.0,0.0,0.0,0.0,0.0,0.0,-1.5214072119703834,-0.7722626456836301,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,1.0,0.0,-1.2472437785254755,0.0,0.0,0.0,0.0,1.0,0.0,-0.5218049710705974,-0.9620484557904837,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,1.0,1.337917259906141,0.0,1.0,1.0,0.0,0.0,0.0,-0.19025373275235177,0.6359594823176985,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,-0.9929656435977756,0.0,0.0,1.0,0.0,1.0,0.0,0.6031599271037489,-0.6349072514184201,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,0.0,0.0,-1.3743828459893257,0.0,0.0,1.0,0.0,0.0,1.0,-0.5366505489057429,-1.0430433486044801,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,0.0,1.0,1.0,1.5498157056792243,0.0,1.0,1.0,1.0,0.0,0.0,0.650995677905884,1.583154025795229,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
0.0,0.0,1.0,1.0,-0.06061248219620892,0.0,0.0,1.0,0.0,0.0,1.0,0.5899638579169528,0.17763245941388436,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
1.0,0.0,0.0,0.0,-0.8234468869793089,0.0,0.0,1.0,1.0,0.0,0.0,0.971000355685683,-0.41706194740636515,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1
0.0,0.0,1.0,1.0,0.1512859635768744,1.0,0.0,0.0,0.0,1.0,0.0,1.1161571167404376,0.5840779611142634,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
1.0,0.0,0.0,0.0,-1.2048640893708589,1.0,0.0,0.0,0.0,0.0,1.0,-1.5148091773769854,-1.043460508529518,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,1.0,0.0,-0.3148906171239089,0.0,0.0,1.0,0.0,1.0,0.0,1.2745099469819876,0.23739610762198907,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
1.0,0.0,1.0,0.0,1.5498157056792243,0.0,1.0,1.0,0.0,0.0,1.0,-1.325115682816795,-0.3203028005830306,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.0,1.5498157056792243,0.0,1.0,1.0,1.0,0.0,0.0,1.381728009124704,2.3278284035594767,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
0.0,0.0,0.0,0.0,-1.332003156834709,0.0,0.0,0.0,0.0,0.0,1.0,-1.3498583125420371,-1.055426411642456,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.9141203683599745,0.0,1.0,0.0,1.0,0.0,0.0,-0.42283445216962856,0.2567171988869163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
0.0,1.0,1.0,1.0,0.10890627442225775,0.0,0.0,0.0,0.0,1.0,0.0,1.1540958156524759,0.5429328190341796,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
1.0,0.0,0.0,0.0,1.2955375707515244,0.0,1.0,1.0,0.0,0.0,0.0,-0.12097436952167351,0.7161859226382032,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.0,0.0,0.0,1.0,-0.7810671978246922,0.0,0.0,1.0,0.0,0.0,1.0,-0.5234544797189471,-0.728329118841449,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0,0.0,1.337917259906141,0.0,1.0,1.0,0.0,0.0,0.0,0.867081310839666,1.5963714086832816,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0
1.0,0.0,0.0,0.0,0.06652658526764109,1.0,0.0,0.0,0.0,0.0,0.0,-0.050045497642645626,-0.0691944814955613,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1.0,0.0,0.0,0.0,-1.1201047110616256,0.0,0.0,1.0,0.0,1.0,0.0,0.2864542666206482,-0.7891905563259698,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,1.0,0.0,0.32080472019534106,0.0,1.0,1.0,0.0,1.0,0.0,0.4167654498402573,0.4192997907241735,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,1.0,1.0,0.0,1.337917259906141,1.0,0.0,1.0,1.0,0.0,0.0,1.3487378361577143,2.036211660172245,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
0.0,1.0,1.0,0.0,1.5498157056792243,0.0,1.0,1.0,0.0,0.0,0.0,-0.10118026574147969,0.9573263150958127,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.0,0.0,0.0,0.0,-1.4167625351439423,0.0,0.0,0.0,0.0,0.0,1.0,-1.3811989768606774,-1.0832883034779024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.0,0.2784250310407244,0.0,0.0,1.0,0.0,1.0,0.0,-0.5481971094441893,-0.1877118117774674,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,0.0,1.0,1.0,0.6598422334322744,0.0,1.0,0.0,0.0,0.0,1.0,-1.524706229267082,-0.6484320153038691,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,-1.077725021907009,0.0,0.0,1.0,0.0,1.0,0.0,0.7697603005870465,-0.7211715327592146,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
1.0,0.0,0.0,0.0,-0.9929656435977756,0.0,0.0,1.0,0.0,1.0,0.0,0.6081084530487971,-0.6534379344043275,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
0.0,1.0,1.0,0.0,0.7022219225868911,1.0,0.0,1.0,0.0,0.0,0.0,1.2629633864435414,1.3067306859935994,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
0.0,0.0,1.0,0.0,-1.4167625351439423,0.0,0.0,1.0,0.0,1.0,0.0,0.8340911378726763,-1.0248859139725541,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.0,0.0,0.0,0.0,-0.3996499954331423,0.0,0.0,1.0,0.0,1.0,0.0,1.0617233313449044,0.004335444238804024,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
0.0,1.0,1.0,0.0,-1.1624844002162422,0.0,0.0,1.0,1.0,0.0,0.0,-0.058293040884393035,-0.8447386937126357,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
1.0,0.0,1.0,1.0,-0.6115484412062256,0.0,0.0,1.0,0.0,1.0,0.0,-0.6999519050923414,-0.6934413756369383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,-0.6115484412062256,0.0,1.0,0.0,0.0,0.0,1.0,-1.5362527898055285,-0.9287415291440125,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.0,-0.3996499954331423,1.0,0.0,1.0,0.0,0.0,0.0,0.9792478989274304,-0.013207228398328911,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0
0.0,0.0,1.0,1.0,1.0412594358238245,0.0,1.0,0.0,0.0,0.0,0.0,0.3557336298513267,0.8951475304795921,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0
1.0,0.0,1.0,0.0,-0.2301312388146756,0.0,0.0,1.0,0.0,1.0,0.0,0.6213045222355931,0.05217710090502723,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1.0,0.0,1.0,0.0,1.3802969490607577,1.0,0.0,0.0,1.0,0.0,0.0,0.6691402730377282,1.4304295816601904,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
1.0,0.0,1.0,1.0,1.4226766382153744,0.0,1.0,1.0,1.0,0.0,0.0,-0.06654058412614045,0.767869841771884,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
1.0,1.0,0.0,0.0,1.5074360165246077,1.0,0.0,1.0,0.0,1.0,0.0,1.3107991372456764,2.202834116546714,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0
0.0,0.0,0.0,0.0,-0.8234468869793089,0.0,0.0,1.0,0.0,0.0,1.0,-0.5514961267408881,-0.7493188498065291,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,1.0,0.0,-0.8658265761339256,0.0,0.0,1.0,0.0,1.0,0.0,1.2299732134765518,-0.4240219314188447,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
0.0,0.0,0.0,0.0,0.36318440934995777,0.0,0.0,0.0,0.0,1.0,0.0,1.1343017118722818,0.8311244598789921,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
0.0,1.0,1.0,0.0,0.024146896113024417,1.0,0.0,0.0,1.0,0.0,0.0,-0.39809182244438635,-0.22508055874667895,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,-1.3743828459893257,0.0,0.0,1.0,0.0,0.0,1.0,-0.030251393862452035,-1.008001914901271,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
1.0,0.0,1.0,1.0,0.32080472019534106,0.0,0.0,1.0,0.0,0.0,0.0,0.8703803281363647,0.6734160524290235,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
1.0,0.0,0.0,0.0,-1.077725021907009,0.0,0.0,1.0,0.0,0.0,1.0,-1.5049121254868885,-1.0179039741745464,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,1.0,1.0,1.0,0.6174625442776578,0.0,1.0,1.0,0.0,0.0,0.0,0.2963513185107455,0.5783255453058417,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0
1.0,0.0,1.0,1.0,1.337917259906141,1.0,0.0,1.0,0.0,0.0,0.0,1.1244046599821849,1.8370726854303243,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0
1.0,0.0,1.0,0.0,1.5498157056792243,0.0,1.0,0.0,0.0,0.0,0.0,-0.02200385062070463,1.0601452587249651,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.0,0.0,0.0,0.0,0.9565000575145911,0.0,1.0,1.0,0.0,0.0,0.0,-1.551098367640674,-0.645467984257545,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,1.0,0.19366565273149108,1.0,0.0,1.0,0.0,1.0,0.0,0.6229540308839425,0.37334633161338626,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
1.0,0.0,0.0,0.0,1.337917259906141,0.0,1.0,1.0,0.0,0.0,0.0,-1.3383117520035908,-0.314001490136401,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,0.0,1.5498157056792243,0.0,1.0,1.0,0.0,1.0,0.0,1.3866765350697525,2.342758337718739,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
0.0,0.0,1.0,0.0,0.6174625442776578,1.0,0.0,1.0,0.0,1.0,0.0,1.0584243140482057,1.0333592003804069,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
1.0,0.0,1.0,1.0,0.7869813008961244,0.0,1.0,1.0,0.0,0.0,0.0,-0.2100478365325456,0.3253948960195212,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.0,1.0,1.0,0.0,0.4479437876591911,0.0,0.0,1.0,0.0,1.0,0.0,1.0782184178283993,0.9043470046159607,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
0.0,1.0,1.0,0.0,1.337917259906141,0.0,0.0,1.0,1.0,0.0,0.0,0.9396596913670432,1.5692121019847418,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1.0,0.0,1.0,1.0,-1.2048640893708589,0.0,0.0,1.0,0.0,1.0,0.0,-1.3680029076738813,-1.0347221058892442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,1.0,0.0,1.1683985032876745,1.0,0.0,1.0,1.0,0.0,0.0,0.49594186496103265,1.0800811119846858,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.9988797466692078,0.0,0.0,1.0,0.0,1.0,0.0,-0.050045497642645626,0.5401224784865537,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
1.0,0.0,0.0,0.0,-0.01823279304159225,0.0,0.0,1.0,0.0,0.0,1.0,-1.0793388942127222,-0.5838380942795328,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.7869813008961244,0.0,1.0,0.0,0.0,0.0,0.0,-0.6587141888836043,-0.03226485023691629,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
0.0,0.0,1.0,0.0,-1.077725021907009,0.0,0.0,1.0,0.0,1.0,0.0,1.0666718572899532,-0.6444799739087703,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
0.0,0.0,1.0,1.0,-0.7386875086700756,0.0,0.0,0.0,0.0,1.0,0.0,0.5635717195433613,-0.3926910254699228,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,0.0,0.0,0.0,-1.4167625351439423,0.0,0.0,0.0,0.0,1.0,0.0,0.3375890347194825,-1.0295624962900876,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
0.0,0.0,1.0,0.0,1.3802969490607577,0.0,1.0,1.0,1.0,0.0,0.0,0.8126475254441329,1.6675081537950593,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.0,0.0,0.0,0.0,-0.5691687520516089,1.0,0.0,0.0,0.0,0.0,1.0,-1.513159668728636,-0.8915484284590277,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,-0.27251092796929227,0.0,0.0,1.0,1.0,0.0,0.0,1.0765689091800499,0.13246940858211695,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
0.0,0.0,1.0,1.0,-1.1624844002162422,0.0,0.0,1.0,0.0,0.0,1.0,-1.544500333047276,-1.0331632451167332,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.0,-1.332003156834709,0.0,0.0,0.0,1.0,0.0,0.0,-0.35190558029060093,-1.0003393457518852,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,1.0,1.2531578815969078,0.0,1.0,1.0,0.0,0.0,0.0,0.2848047579722988,1.0164312897380672,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1
0.0,1.0,0.0,0.0,-1.4167625351439423,0.0,0.0,1.0,0.0,1.0,0.0,0.9132675529934512,-1.013776286495221,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
0.0,1.0,0.0,0.0,0.6598422334322744,0.0,0.0,1.0,0.0,1.0,0.0,1.0435787362130602,1.0573349181773395,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
1.0,0.0,0.0,0.0,0.4903234768138078,1.0,0.0,1.0,0.0,1.0,0.0,1.2382207567182992,0.9771084778568349,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
1.0,0.0,1.0,0.0,0.19366565273149108,0.0,0.0,1.0,1.0,0.0,0.0,0.4184149584886067,0.27287665703576447,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,-1.332003156834709,0.0,0.0,1.0,0.0,1.0,0.0,-0.6686112407737014,-1.0124589393635213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,1.0,0.0,0.9565000575145911,1.0,0.0,1.0,1.0,0.0,0.0,1.2976030680588806,1.6247602393714076,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1
1.0,1.0,0.0,0.0,-0.5267890628969922,0.0,0.0,1.0,0.0,0.0,0.0,0.3045988617524929,-0.37846367644756734,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,0.0,0.4055640985045744,0.0,0.0,1.0,0.0,0.0,1.0,0.6064589444004477,0.5306814907093733,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
1.0,0.0,1.0,0.0,0.9565000575145911,0.0,0.0,1.0,1.0,0.0,0.0,1.1854364799711157,1.4841993004190617,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
1.0,1.0,0.0,0.0,-1.332003156834709,0.0,0.0,0.0,0.0,1.0,0.0,0.21717490338997017,-0.9606432855166709,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,1.0,-0.18775154966005891,0.0,0.0,0.0,0.0,0.0,0.0,-0.21334685382924437,-0.29856657290998745,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,1.0,0.0,1.5074360165246077,0.0,1.0,1.0,0.0,0.0,0.0,1.6126592198936314,2.420042702778448,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1.0,0.0,0.0,0.0,0.9988797466692078,0.0,0.0,1.0,0.0,1.0,0.0,0.5635717195433613,1.0730552606156214,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.0,0.0,1.0,0.0,0.024146896113024417,1.0,0.0,0.0,0.0,0.0,1.0,-1.5230567206187327,-0.8073919025289524,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.9565000575145911,0.0,0.0,0.0,0.0,0.0,0.0,0.4777972698291884,1.010810608642816,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.0,0.0,1.0,0.0,-1.4167625351439423,0.0,0.0,1.0,0.0,1.0,0.0,-0.6983023964439921,-1.0607616675258393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,1.0,0.36318440934995777,0.0,0.0,1.0,0.0,0.0,0.0,-0.37169968407079473,0.01917755525595257,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1.0,0.0,1.0,1.0,-1.0353453327523923,0.0,1.0,0.0,1.0,0.0,0.0,-1.493365564948442,-1.0113391943015766,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,1.0,1.0,0.9141203683599745,1.0,0.0,1.0,0.0,0.0,1.0,-0.22654292301604043,0.3376462243443274,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,-1.3743828459893257,0.0,0.0,0.0,0.0,0.0,1.0,-0.3634521408290473,-1.0302870372125223,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.0,0.0,1.0,0.0,-0.27251092796929227,0.0,0.0,1.0,1.0,0.0,0.0,0.3012998444557936,-0.10627780325290456,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,-0.3996499954331423,1.0,0.0,1.0,1.0,0.0,0.0,-1.5016131081901896,-0.8386788969068176,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,1.0,1.0,0.7446016117415077,0.0,0.0,1.0,0.0,0.0,0.0,-0.5762387564661303,-0.00449078154358336,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0
1.0,0.0,1.0,0.0,-1.3743828459893257,0.0,0.0,1.0,1.0,0.0,0.0,0.2831552493239494,-0.999395246974167,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,-1.2896234676800922,0.0,0.0,0.0,1.0,0.0,0.0,-0.3420085284005041,-0.9682619430950001,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,-0.27251092796929227,0.0,0.0,0.0,0.0,0.0,1.0,0.774708826532095,0.051913631478687355,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
1.0,0.0,0.0,0.0,-1.077725021907009,0.0,0.0,1.0,0.0,1.0,0.0,0.2831552493239494,-0.7490334245946607,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,0.0,1.0,1.0,-0.9082062652885423,0.0,1.0,1.0,0.0,0.0,1.0,-1.5329537725088296,-0.98439944545832,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,1.0,0.0,1.2955375707515244,1.0,0.0,1.0,0.0,1.0,0.0,1.2497673172567454,1.9253349432541966,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
0.0,0.0,1.0,1.0,-1.1624844002162422,0.0,1.0,0.0,0.0,0.0,1.0,-1.5329537725088296,-1.042977481247895,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.0,-0.14537186050544226,1.0,0.0,0.0,0.0,0.0,0.0,-1.5049121254868885,-0.8127491141978641,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
