Gender,Age,Married,Number of Dependents,Satisfaction Score,Tenure in Months,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Unlimited Data,Contract_One Year,Contract_Two Year,Avg Monthly Long Distance Charges,Paperless Billing,Payment Method_Credit Card,Payment Method_Mailed Check,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Referred a Friend,Number of Referrals,Phone Service,Multiple Lines,Internet Service,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_No Internet,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Churn
0.0,-1.3622798876636077,0.0,-0.5064419972567069,0.5,-0.46637187113055684,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.7162993077118638,0.0,0.0,0.0,0.2955662653494731,-0.2945210215046311,-0.25645967083628435,-0.2837820148407711,0.5123326760667235,0.0,-0.6917378560452884,1.0,0.0,1.0,1.0,0.0,0.0,2.7028104402400706,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
0.0,0.9721065290666319,1.0,1.5724342219973237,0.5,-0.075806028522988,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07605923004838896,0.0,0.0,0.0,-1.5126267088527103,-0.8502970009547501,-0.25645967083628435,-0.2837820148407711,-0.002690565364141064,1.0,1.5901717851279704,1.0,0.0,0.0,0.0,0.0,0.0,-1.0055245422099715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,-1.1228556397938396,1.0,-0.5064419972567069,0.5,1.269476318236416,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.3388760589508437,0.0,0.0,0.0,1.6344822970636126,2.4047514096187466,-0.25645967083628435,-0.2837820148407711,2.3762596177798936,1.0,2.24214596832033,1.0,1.0,1.0,0.0,1.0,0.0,0.9950245930591303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1.0,1.3910989628387262,0.0,-0.5064419972567069,0.5,-0.9437301232064743,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9734876123966398,1.0,1.0,0.0,0.30541123617090055,-0.6349161941722332,-0.25645967083628435,-0.2837820148407711,-0.8515620811966387,0.0,-0.6917378560452884,1.0,0.0,1.0,0.0,1.0,0.0,0.31191025418675405,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,-0.7038632060217453,1.0,-0.5064419972567069,0.5,1.00909908983137,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.3259506052261512,1.0,0.0,0.0,-0.004705344704065704,0.6091210195387691,-0.25645967083628435,-0.2837820148407711,2.056131774223287,1.0,0.612210510339431,1.0,0.0,1.0,1.0,0.0,0.0,0.45829189823083466,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
1.0,1.6903792726759364,0.0,-0.5064419972567069,0.0,0.05438258567953497,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.5728267713677773,1.0,0.0,0.0,1.1012130442362897,0.5223110796568552,-0.25645967083628435,-0.2837820148407711,1.107964905852185,0.0,-0.6917378560452884,1.0,1.0,1.0,0.0,1.0,0.0,-0.9079367795139177,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
1.0,0.3136898474247694,0.0,-0.5064419972567069,1.0,-1.030522532674823,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.22728703862729088,0.0,0.0,1.0,-1.502781738031283,-1.025997098293692,-0.25645967083628435,-0.2837820148407711,-0.5886240708819199,0.0,-0.6917378560452884,1.0,0.0,0.0,0.0,0.0,0.0,-1.0055245422099715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.07426559955500123,1.0,0.5329961123703084,0.75,-0.5965604853330798,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.068734076104771,0.0,0.0,0.0,-1.4962184241503313,-0.934064902232196,-0.25645967083628435,-0.2837820148407711,0.070189752089646,1.0,-0.36575076444910853,1.0,0.0,0.0,0.0,0.0,0.0,-1.0055245422099715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,-0.46443895815197717,1.0,-0.5064419972567069,0.5,1.00909908983137,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.5049399148765377,1.0,1.0,0.0,-0.20324558960285347,0.44487330282841264,-0.25645967083628435,-0.2837820148407711,0.07465442924652377,1.0,1.2641846935317906,1.0,0.0,1.0,1.0,0.0,0.0,-0.22482244064154153,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.19397772348988532,1.0,-0.5064419972567069,0.25,0.8355142708946727,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2001435858054366,0.0,1.0,0.0,1.1258254712898585,1.3634347537922549,-0.25645967083628435,3.5113329574065366,0.715796057518803,1.0,-0.03976367285292873,1.0,1.0,1.0,0.0,1.0,0.0,-0.6639673727737834,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1
1.0,-1.601704135533376,1.0,0.5329961123703084,1.0,0.6619294519579755,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.404795872946775,0.0,0.0,0.0,1.1570012122243791,1.2232549307466603,-0.25645967083628435,-0.2837820148407711,1.7237639541269378,1.0,-0.36575076444910853,1.0,1.0,1.0,0.0,1.0,0.0,1.531757287887426,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0
0.0,1.8100913966108205,1.0,-0.5064419972567069,0.75,0.5751370424896268,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.1533957980015064,1.0,1.0,0.0,1.2817041759624606,1.1616089131443528,-0.25645967083628435,-0.2837820148407711,1.3926084745640488,1.0,-0.36575076444910853,1.0,1.0,1.0,0.0,1.0,0.0,-0.6151734914257565,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0
0.0,0.07426559955500123,1.0,1.5724342219973237,1.0,1.139287704033893,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8002865324857608,0.0,0.0,1.0,-1.5241125081443758,-0.5910079457856843,-0.25645967083628435,-0.2837820148407711,-0.20766937248304576,1.0,0.612210510339431,1.0,0.0,0.0,0.0,0.0,0.0,-1.0055245422099715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,-0.40458289618453513,1.0,1.5724342219973237,1.0,0.4015522235529295,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19820476774673287,0.0,1.0,0.0,-1.5109858803824723,-0.7624357683198216,-0.25645967083628435,-0.2837820148407711,0.4093536734456816,1.0,2.24214596832033,1.0,0.0,0.0,0.0,0.0,0.0,-1.0055245422099715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,-0.04544652437988287,1.0,0.5329961123703084,0.75,1.5298535466414618,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.11935950002610862,0.0,1.0,0.0,0.613886988575629,1.4884491196773402,-0.25645967083628435,-0.2837820148407711,1.0986158951999236,1.0,-0.36575076444910853,1.0,1.0,1.0,1.0,0.0,0.0,-0.07844079659746091,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
1.0,-0.225014710282209,1.0,0.5329961123703084,0.5,1.2260801135022417,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3494325763256348,1.0,1.0,0.0,0.8025822626529893,1.5170800712488035,-0.25645967083628435,-0.2837820148407711,1.1651780533351004,1.0,0.2862234187432511,1.0,1.0,1.0,0.0,0.0,0.0,-0.32241020333759524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.0,-1.481992011598492,1.0,2.611872331624339,1.0,-1.290899761079869,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.7305173068090254,1.0,0.0,0.0,-1.501140909561045,-1.0700842901275627,-0.25645967083628435,-0.2837820148407711,-0.584660649907146,0.0,-0.6917378560452884,1.0,0.0,0.0,0.0,0.0,0.0,-1.0055245422099715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,-1.541848073565934,1.0,-0.5064419972567069,0.5,-0.5097680758647312,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.811919440837984,1.0,0.0,0.0,-1.502781738031283,-0.9210243985086308,-0.25645967083628435,-0.2837820148407711,-0.6855646850766887,1.0,-0.03976367285292873,1.0,0.0,0.0,0.0,0.0,0.0,-1.0055245422099715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,-1.661560197500818,1.0,1.5724342219973237,1.0,-0.5531642805989055,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.18010913253216332,1.0,1.0,0.0,-1.483091796388428,-0.9381358656587633,-0.25645967083628435,-0.2837820148407711,-0.26834468475863155,1.0,1.2641846935317906,1.0,0.0,0.0,0.0,0.0,0.0,-1.0055245422099715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,-0.225014710282209,1.0,2.611872331624339,0.75,0.7053256566921497,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5691652896454067,1.0,1.0,0.0,0.4186284006173168,0.6154511439877721,-0.25645967083628435,-0.2837820148407711,0.9771253852025839,1.0,1.5901717851279704,1.0,1.0,1.0,1.0,0.0,0.0,1.7269328132795332,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
0.0,-0.8834313919240715,0.0,-0.5064419972567069,1.0,1.3128725229705902,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.4997697333866607,0.0,0.0,0.0,-1.5109858803824723,-0.5614151731848669,-0.25645967083628435,-0.2837820148407711,0.20526080748584413,0.0,-0.6917378560452884,1.0,0.0,0.0,0.0,0.0,0.0,-1.0055245422099715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,-0.28487077224965107,0.0,-0.5064419972567069,0.5,1.3996649324389387,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.5754118621127158,0.0,1.0,0.0,0.809145576533941,1.680008080035163,-0.25645967083628435,-0.2837820148407711,2.823718188711374,0.0,-0.6917378560452884,1.0,1.0,1.0,1.0,0.0,0.0,0.06794084744661971,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.0,1.1516747149689581,1.0,-0.5064419972567069,0.75,0.878910475628847,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.5230637745277111,1.0,0.0,0.0,0.809145576533941,1.177937502712453,-0.25645967083628435,-0.2837820148407711,2.1064205921208625,1.0,2.56813305991651,1.0,0.0,1.0,0.0,1.0,0.0,-0.810349016817864,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
1.0,0.37354590939221144,1.0,2.611872331624339,0.5,0.7921180661604984,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9989366259914314,0.0,1.0,0.0,-1.4765284825074763,-0.6067997050118196,-0.25645967083628435,-0.2837820148407711,1.4777637399191217,1.0,1.9161588767241502,1.0,0.0,0.0,0.0,0.0,0.0,-1.0055245422099715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.9122504670991899,1.0,-0.5064419972567069,0.5,0.010986380945360646,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9330168119955,1.0,1.0,0.0,0.4251917144982686,0.12210405972199263,-0.25645967083628435,-0.2837820148407711,0.6257214873068049,0.0,-0.6917378560452884,1.0,1.0,1.0,0.0,1.0,0.0,0.4094980168828078,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.271386838903842,0.0,-0.5064419972567069,0.75,-1.030522532674823,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.8106268954655147,1.0,0.0,0.0,-0.36732843662664505,-0.8210844831794913,-0.25645967083628435,-0.2837820148407711,-0.8320014329740771,0.0,-0.6917378560452884,1.0,0.0,1.0,1.0,0.0,0.0,-0.029646915249434032,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
0.0,1.3312429008712843,0.0,-0.5064419972567069,1.0,-1.3342959658140432,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.6329301311875972,1.0,0.0,0.0,0.44980414155183734,-0.9256321922771633,-0.25645967083628435,-0.2837820148407711,-0.653309432614336,0.0,-0.6917378560452884,1.0,0.0,1.0,0.0,1.0,0.0,-0.4687918473816759,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,-0.6440071440543034,0.0,2.611872331624339,0.75,1.4864573419072875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.1738321451293732,0.0,1.0,0.0,-1.3665929750015358,-0.4080382708993006,-0.25645967083628435,-0.2837820148407711,-0.5865491034304207,0.0,-0.6917378560452884,1.0,1.0,0.0,0.0,0.0,0.0,-1.0055245422099715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,-1.661560197500818,0.0,-0.5064419972567069,0.75,-0.2927870521938596,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.6393646336133394,0.0,1.0,0.0,1.4589136507481557,0.340146650283419,-0.25645967083628435,-0.2837820148407711,-0.5310495526630693,0.0,-0.6917378560452884,1.0,1.0,1.0,0.0,1.0,0.0,0.31191025418675405,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1.0,-0.16515864831476695,1.0,-0.5064419972567069,0.75,0.9223066803630213,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8658044526270993,1.0,1.0,0.0,-1.361670489590822,-0.4781393663875556,0.8763973821055482,-0.2837820148407711,1.4731591773160755,1.0,2.24214596832033,1.0,1.0,0.0,0.0,0.0,0.0,-1.0055245422099715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.07426559955500123,0.0,-0.5064419972567069,0.75,0.31475981408458087,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3828226016147982,1.0,0.0,0.0,1.493371048623152,1.050596872012186,-0.25645967083628435,-0.2837820148407711,1.2886269595787994,0.0,-0.6917378560452884,1.0,1.0,1.0,0.0,1.0,0.0,-0.07844079659746091,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0
1.0,-0.7637192679891874,1.0,-0.5064419972567069,1.0,1.00909908983137,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.46382284178916316,1.0,1.0,0.0,1.470399450039821,1.8225365358268544,0.9464330133611711,-0.2837820148407711,1.1230958482794107,1.0,-0.36575076444910853,1.0,1.0,1.0,0.0,1.0,0.0,-0.32241020333759524,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1.0,-0.7038632060217453,0.0,-0.5064419972567069,0.5,-0.5097680758647312,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6393928580499437,1.0,0.0,0.0,1.099572215766052,-0.08842290605192453,2.139496135277136,-0.2837820148407711,0.4198217676672908,0.0,-0.6917378560452884,1.0,0.0,1.0,0.0,1.0,0.0,-0.6151734914257565,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1
0.0,0.2538337854573274,1.0,-0.5064419972567069,0.0,0.6185332472238011,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.4898594886981043,0.0,0.0,0.0,-0.21965387430523262,0.20039181792521302,-0.25645967083628435,-0.2837820148407711,-0.9912726705574253,1.0,-0.36575076444910853,0.0,0.0,1.0,1.0,0.0,0.0,-0.9079367795139177,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1
0.0,0.2538337854573274,1.0,2.611872331624339,0.5,-1.2475035563456947,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7636933682020284,1.0,0.0,1.0,-1.5306758220253274,-1.0799709155920836,-0.25645967083628435,-0.2837820148407711,-0.6660856366977255,0.0,-0.6917378560452884,1.0,0.0,0.0,0.0,0.0,0.0,-1.0055245422099715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,-0.7038632060217453,1.0,-0.5064419972567069,0.5,1.5298535466414618,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7759725492404865,0.0,1.0,0.0,0.6056828462244394,1.5507214393452735,-0.25645967083628435,-0.2837820148407711,1.9513575750430832,1.0,1.9161588767241502,1.0,0.0,1.0,1.0,0.0,0.0,0.2631163728387272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0.0,1.8100913966108205,1.0,-0.5064419972567069,0.5,1.1826839087680672,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.5288520042672189,0.0,1.0,0.0,0.46949408319469216,1.0964734983192734,-0.25645967083628435,-0.2837820148407711,0.11811217452287022,1.0,0.9381976019356107,1.0,0.0,1.0,0.0,1.0,0.0,-0.22482244064154153,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.0,1.091818653001516,0.0,-0.5064419972567069,1.0,-0.46637187113055684,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.1284073176333934,1.0,0.0,0.0,0.9059544562779777,-0.07274298648036537,-0.25645967083628435,-0.2837820148407711,-0.23234749661127158,0.0,-0.6917378560452884,1.0,1.0,1.0,0.0,1.0,0.0,-0.5663796100777296,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
0.0,-0.7637192679891874,0.0,-0.5064419972567069,0.5,-1.160711146877346,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4913681884656107,1.0,1.0,0.0,-0.66267756126947,-0.9531000114410362,-0.25645967083628435,-0.2837820148407711,-0.8111701586154851,0.0,-0.6917378560452884,1.0,0.0,1.0,0.0,0.0,0.0,0.06794084744661971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,-1.1228556397938396,1.0,-0.5064419972567069,0.5,1.4430611371731132,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.06636513975486946,1.0,1.0,0.0,0.46457159778397866,1.3570375255505058,-0.25645967083628435,-0.2837820148407711,0.9736515632893994,1.0,2.56813305991651,1.0,0.0,1.0,1.0,0.0,0.0,1.2389939997992647,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0
0.0,1.8100913966108205,1.0,-0.5064419972567069,0.5,1.0524952945655444,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.3483257704127216,1.0,1.0,0.0,1.060192332480342,1.565685585127546,-0.25645967083628435,-0.2837820148407711,-0.8355451976103457,1.0,-0.03976367285292873,1.0,1.0,1.0,0.0,1.0,0.0,-0.6151734914257565,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0
0.0,0.8523944051317478,0.0,-0.5064419972567069,0.5,-0.42297566639638257,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.3160121361009902,0.0,0.0,1.0,-0.5576645391742432,-0.570541288998271,-0.25645967083628435,-0.2837820148407711,-0.9066070042639424,0.0,-0.6917378560452884,1.0,1.0,1.0,0.0,0.0,0.0,-0.27361632198956837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,-0.7637192679891874,1.0,-0.5064419972567069,0.5,-1.160711146877346,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.07775366927545141,1.0,1.0,0.0,-0.3624059512159311,-0.893757890722995,-0.25645967083628435,-0.2837820148407711,-0.7365645873256199,1.0,2.24214596832033,1.0,0.0,1.0,1.0,0.0,0.0,-0.5663796100777296,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.0,-0.04544652437988287,1.0,-0.5064419972567069,0.5,-0.42297566639638257,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.1088029826513175,0.0,1.0,0.0,0.005139626117362165,-0.3096864786651406,-0.25645967083628435,-0.2837820148407711,0.2743059322905116,1.0,0.9381976019356107,1.0,0.0,1.0,1.0,0.0,0.0,-0.3712040846856221,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
1.0,-1.1827117017612818,1.0,-0.5064419972567069,0.75,-0.37957946166220824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2458127921330577,0.0,1.0,0.0,-1.4929367672098555,-0.896352570709159,-0.25645967083628435,-0.2837820148407711,0.3903758812488221,1.0,0.2862234187432511,1.0,0.0,0.0,0.0,0.0,0.0,-1.0055245422099715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,-1.541848073565934,1.0,0.5329961123703084,0.5,-0.9437301232064743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41987629912520874,1.0,0.0,0.0,-1.3370580625372535,-0.9715982903079113,-0.25645967083628435,-0.2837820148407711,-0.4745708037725386,1.0,-0.36575076444910853,1.0,1.0,0.0,0.0,0.0,0.0,-1.0055245422099715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.37354590939221144,1.0,-0.5064419972567069,0.5,1.4864573419072875,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.1525051464836307,0.0,1.0,0.0,0.9732284235577326,1.9192778370351193,-0.25645967083628435,-0.2837820148407711,-0.5592364700660215,1.0,1.2641846935317906,1.0,1.0,1.0,0.0,1.0,0.0,-0.5175857287297028,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1.0,1.2115307769364,0.0,-0.5064419972567069,0.5,0.8355142708946727,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.29643821605439563,0.0,0.0,0.0,1.2718592051410331,1.4649404242854591,4.230735510664337,-0.2837820148407711,0.8130630710879646,0.0,-0.6917378560452884,1.0,1.0,1.0,0.0,1.0,0.0,-0.6639673727737834,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0
0.0,0.8523944051317478,1.0,0.5329961123703084,0.5,0.8355142708946727,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.4898594886981043,1.0,1.0,0.0,-0.9809982844956255,-0.2662703247587261,-0.25645967083628435,1.9932869685076136,-0.9912726705574253,1.0,-0.36575076444910853,0.0,0.0,1.0,1.0,0.0,0.0,0.3607041355347809,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
1.0,-0.28487077224965107,0.0,-0.5064419972567069,1.0,-1.4644845800165662,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.383870768155626,1.0,0.0,0.0,0.2939254368792353,-1.0532188702174974,3.1347393162780954,-0.2837820148407711,-0.985537367264517,0.0,-0.6917378560452884,1.0,1.0,1.0,0.0,1.0,0.0,-0.6151734914257565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.07426559955500123,1.0,-0.5064419972567069,0.5,0.27136360935040654,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9967534291010864,1.0,1.0,0.0,0.6598301857422904,0.44062339595452354,-0.25645967083628435,-0.2837820148407711,-0.6088142036122397,1.0,2.56813305991651,1.0,0.0,1.0,0.0,1.0,0.0,-0.029646915249434032,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
0.0,-1.0031435158589557,0.0,-0.5064419972567069,0.25,-1.3776921705482175,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.1163138760544917,1.0,0.0,0.0,0.47933905401611954,-0.962337966909016,4.220905948382845,1.234263974058152,-0.9575835922718456,0.0,-0.6917378560452884,1.0,0.0,1.0,0.0,1.0,0.0,1.531757287887426,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
